,image,avg_line_length_mm,avg_line_width_mm,avg_gap_length_mm,avg_gap_width_mm,total_lines,horizontal_lines,vertical_lines,voltage,type
33,0.5kvDC_003,0.23081246550623472,0.1483812962962963,0.07212166666666668,0.030987142857142852,648,43,19,0.5,DC
34,0.5kvDC_004,0.23829067473076682,0.1498997727272727,0.06815368421052631,0.019619999999999995,616,67,20,0.5,DC
35,0.5kvDC_005,0.23562415458604485,0.15207623376623375,0.05811681818181819,0.023181964285714285,616,57,23,0.5,DC
36,0.5kvDC_006,0.23856534565451337,0.1472523558484349,0.07103166666666666,0.02449415094339623,607,54,19,0.5,DC
37,0.5kvDC_007,0.2454482544215336,0.15743563636363636,0.04816961538461538,0.021691000000000002,605,61,27,0.5,DC
38,0.5kvDC_008,0.24282772048915904,0.1574326386554622,0.06150714285714286,0.030753571428571432,595,43,22,0.5,DC
39,0.5kvDC_009,0.24396678372173505,0.15848242622950817,0.061662857142857144,0.033904736842105265,610,39,22,0.5,DC
40,0.5kvDC_010,0.23427666877079173,0.15202375796178344,0.0445396551724138,0.021582,628,61,30,0.5,DC
41,0.5kvDC_011,0.23443430245242866,0.1487428064516129,0.051535199999999996,0.025898400000000005,620,51,26,0.5,DC
42,0.5kvDC_012,0.23092139692695665,0.14517566037735846,0.060884285714285724,0.0238588888888889,636,55,22,0.5,DC
43,0.5kvDC_013,0.22951180902827759,0.14867322734499205,0.053682499999999994,0.024101111111111122,629,55,25,0.5,DC
44,0.5kvDC_014,0.2379468431467879,0.14957339805825243,0.07193999999999999,0.021473,618,61,19,0.5,DC
45,0.5kvDC_015,0.22968404123142588,0.13995808612440191,0.063438,0.023544000000000006,627,56,21,0.5,DC
46,0.5kvDC_016,0.23839317463451365,0.15494935537190083,0.06939666666666668,0.02755148936170213,605,48,19,0.5,DC
47,0.5kvDC_017,0.23755220983467396,0.16207037520391512,0.04177161290322581,0.023240357142857142,613,57,32,0.5,DC
48,0.5kvDC_018,0.23598485593451388,0.1448097576736672,0.08393,0.02398,619,55,16,0.5,DC
49,0.5kvDC_019,0.24388246706287026,0.1721160197368421,0.07848,0.02769063829787234,608,48,17,0.5,DC
50,0.5kvDC_020,0.2329756252886887,0.15131951456310677,0.04917576923076924,0.027621063829787237,618,48,27,0.5,DC
51,0.5kvDC_021,0.22968880610501383,0.1448535922330097,0.05022720000000001,0.020991290322580645,618,63,26,0.5,DC
52,0.5kvDC_022,0.23582613210819664,0.15800683168316831,0.053954999999999996,0.03381868421052632,606,39,25,0.5,DC
53,0.5kvDC_023,0.2313267160511117,0.16397467741935484,0.04905,0.0281504347826087,620,47,27,0.5,DC
54,0.5kvDC_024,0.22264019706589,0.1362120569620253,0.08545600000000002,0.018719565217391307,632,70,16,0.5,DC
55,0.5kvDC_025,0.2279197602818564,0.14397211267605634,0.0632745,0.022545789473684207,639,58,21,0.5,DC
56,0.5kvDC_026,0.2279197602818564,0.14397211267605634,0.0632745,0.022545789473684207,639,58,21,0.5,DC
57,0.5kvDC_027,0.24172607080494388,0.1571657284768212,0.07559470588235294,0.024776538461538468,604,53,18,0.5,DC
58,0.5kvDC_028,0.23339742192300353,0.1523643243243243,0.0458967857142857,0.022438965517241376,629,59,29,0.5,DC
59,0.5kvDC_029,0.22850948372042867,0.14347769716088327,0.049553076923076915,0.022438965517241376,634,59,27,0.5,DC
60,0.5kvDC_030,0.2408839937986042,0.1612319191919192,0.079501875,0.03407684210526316,594,39,17,0.5,DC
61,0.5kvDC_031,0.22938858490338612,0.15889894230769228,0.09109285714285716,0.025518823529411767,624,52,15,0.5,DC
62,0.7kvDC_001,0.24372632743293665,0.15117704180064306,0.130146,0.02892133333333334,622,46,11,0.7,DC
63,0.7kvDC_002,0.2427874891969596,0.1673804,0.058860000000000016,0.024965192307692306,600,53,23,0.7,DC
64,0.7kvDC_003,0.23439934174863955,0.15932793103448276,0.061507142857142864,0.03424894736842106,638,39,22,0.7,DC
65,0.7kvDC_004,0.24502109427198424,0.16637931260229133,0.05963857142857143,0.023662909090909096,611,56,22,0.7,DC
66,0.7kvDC_005,0.23643713842637676,0.15713675675675673,0.04955307692307693,0.023544000000000006,629,56,27,0.7,DC
67,0.7kvDC_006,0.2514837628519063,0.15864388704318935,0.055305652173913054,0.021335409836065574,602,62,24,0.7,DC
68,0.7kvDC_007,0.2404530756474513,0.15588392971246004,0.042400999999999994,0.03245475,626,41,31,0.7,DC
69,0.7kvDC_008,0.25110625132500536,0.16281671641791046,0.05573217391304347,0.026426938775510205,603,50,24,0.7,DC
70,0.7kvDC_009,0.2412672071773004,0.161223417721519,0.0511428,0.02829260869565218,632,47,26,0.7,DC
71,0.7kvDC_010,0.24566185267442958,0.15725186776859507,0.06815368421052631,0.027113750000000002,605,49,20,0.7,DC
72,0.7kvDC_011,0.24535094714747674,0.1576699342105263,0.07957000000000002,0.03933909090909091,608,34,16,0.7,DC
73,0.7kvDC_012,0.24851214708454317,0.1674349,0.05048880000000001,0.026029199999999995,600,51,26,0.7,DC
74,0.7kvDC_013,0.2406287040977702,0.15569753164556963,0.06376500000000002,0.02829260869565218,632,47,21,0.7,DC
75,0.7kvDC_014,0.2479408118300313,0.16391676470588235,0.0519276,0.030909285714285712,612,43,26,0.7,DC
76,0.7kvDC_015,0.23826235369181845,0.1570740095087163,0.07121333333333334,0.02829260869565218,631,47,19,0.7,DC
77,0.7kvDC_016,0.253152728058003,0.1642988599348534,0.07012333333333334,0.02892133333333334,614,46,19,0.7,DC
78,0.7kvDC_017,0.25085709581936005,0.158178768718802,0.121644,0.027551489361702125,601,48,11,0.7,DC
79,0.7kvDC_018,0.24351843542374918,0.1728048780487805,0.05459478260869566,0.04316400000000001,615,31,24,0.7,DC
80,0.7kvDC_019,0.2563119780792368,0.16344559068219633,0.085892,0.025454705882352942,601,52,16,0.7,DC
81,0.7kvDC_020,0.2384442324316472,0.15185030110935024,0.06763736842105263,0.026360204081632654,631,50,20,0.7,DC
82,0.7kvDC_021,0.25539365704447065,0.17046368770764117,0.080319375,0.032536499999999996,602,41,17,0.7,DC
83,0.7kvDC_022,0.24936964269383746,0.16529045901639344,0.09132642857142859,0.02807934782608696,610,47,15,0.7,DC
84,0.7kvDC_023,0.24654723221177002,0.16565159609120522,0.09558461538461538,0.024432452830188675,614,54,14,0.7,DC
85,0.7kvDC_024,0.24131376590509962,0.15508527182866555,0.0639285,0.020991290322580642,607,63,21,0.7,DC
86,0.7kvDC_025,0.24267394736239561,0.15777879556259905,0.05601652173913045,0.026493673469387753,631,50,24,0.7,DC
87,0.7kvDC_026,0.23915278228473105,0.15387048701298703,0.07175833333333333,0.027621063829787237,616,48,19,0.7,DC
88,0.7kvDC_027,0.2492546063473166,0.16868243822075785,0.043055,0.029578636363636366,607,45,31,0.7,DC
89,0.7kvDC_028,0.2534588694094787,0.16487458128078816,0.07347882352941176,0.027113750000000002,609,49,18,0.7,DC
90,0.7kvDC_029,0.24916156099924386,0.15760645799011533,0.05340999999999999,0.01937597014925373,607,68,25,0.7,DC
91,0.7kvDC_030,0.25373721993203496,0.1684299830220713,0.08011499999999999,0.02455584905660378,589,54,17,0.7,DC
92,0.7kvDC_031,0.2609265831739481,0.16687442016806722,0.06166285714285716,0.02410111111111111,595,55,22,0.7,DC
93,0.6kvDC_001,0.24745216339361517,0.15488156405990014,0.009342857142857142,0.020022461538461538,601,66,8,0.6,DC
94,0.6kvDC_002,0.2239671826376303,0.1314059424920128,0.129819,0.015234352941176473,626,86,11,0.6,DC
95,0.6kvDC_003,0.24112542061414025,0.16634858075040782,0.07848,0.03158341463414634,613,42,17,0.6,DC
96,0.6kvDC_004,0.23498018299190873,0.14525795786061588,0.10436749999999999,0.01942477611940299,617,68,13,0.6,DC
97,0.6kvDC_005,0.23987235244188695,0.15067986754966886,0.10627500000000001,0.023181964285714285,604,57,13,0.6,DC
98,0.6kvDC_006,0.24825838893340868,0.15476898989898988,0.09835153846153848,0.018861739130434783,594,70,14,0.6,DC
99,0.6kvDC_007,0.24412415457728534,0.15813328903654486,0.07175833333333333,0.028703333333333338,602,46,19,0.6,DC
100,0.6kvDC_008,0.23866995464447535,0.1412251485148515,0.06994166666666668,0.016027037037037038,606,82,19,0.6,DC
101,0.6kvDC_009,0.23462065543531313,0.15135428571428572,0.08052375,0.022717894736842107,623,58,17,0.6,DC
102,0.6kvDC_010,0.25145093665139256,0.1649099502487562,0.06376500000000002,0.02093854838709678,603,63,21,0.6,DC
103,0.6kvDC_011,0.24229605042051328,0.1466022885572139,0.09734538461538461,0.019669545454545453,603,67,14,0.6,DC
104,0.6kvDC_012,0.24865650798517966,0.16236640000000002,0.08545599999999999,0.021527499999999995,600,61,16,0.6,DC
105,0.6kvDC_013,0.2545839711610742,0.16173752542372882,0.07157666666666668,0.023240357142857142,590,57,19,0.6,DC
106,0.6kvDC_014,0.2464850026966888,0.158294693877551,0.12556799999999999,0.020885806451612907,588,63,11,0.6,DC
107,0.6kvDC_015,0.23638629230884706,0.15121207855973812,0.06713117647058825,0.01932716417910448,611,68,18,0.6,DC
108,0.6kvDC_016,0.2500043539466071,0.15627040816326532,0.04796,0.01904294117647059,588,69,28,0.6,DC
109,0.6kvDC_017,0.24818367239876143,0.16265121464226287,0.0611957142857143,0.01904294117647059,601,69,22,0.6,DC
110,0.6kvDC_018,0.23993558249260613,0.15645285945072698,0.084802,0.02366290909090909,619,56,16,0.6,DC
111,0.6kvDC_019,0.24874264255124603,0.15320274834437086,0.09910615384615383,0.022717894736842104,604,58,14,0.6,DC
112,0.6kvDC_020,0.2508977207028796,0.16519194029850745,0.061507142857142864,0.02238258620689655,603,59,22,0.6,DC
113,0.6kvDC_021,0.2528465774949572,0.15561846153846154,0.43054999999999993,0.01587146341463415,585,83,4,0.6,DC
114,0.6kvDC_022,0.25824211934960584,0.17498706689536878,0.12916499999999997,0.027481914893617024,583,48,11,0.6,DC
115,0.6kvDC_023,0.23295929051370023,0.1434355339805825,0.07066833333333333,0.02065809523809524,618,64,19,0.6,DC
116,0.6kvDC_024,0.2596739148918294,0.17164393782383422,0.09860307692307693,0.01971909090909091,579,67,14,0.6,DC
117,0.6kvDC_025,0.2597279847671616,0.1553306968641115,0.06780947368421053,0.017587297297297296,574,75,20,0.6,DC
118,0.6kvDC_026,0.2624719718171645,0.1755291282051282,0.08093249999999998,0.0203353125,585,65,17,0.6,DC
119,0.6kvDC_027,0.2480393995369366,0.15979958974358974,0.04905,0.017738630136986303,585,74,27,0.6,DC
120,0.6kvDC_028,0.24514929927114704,0.15646203045685278,0.11772,0.018030416666666667,591,73,12,0.6,DC
121,0.6kvDC_029,0.23473816215079252,0.1480055537720706,0.084802,0.025028076923076924,623,53,16,0.6,DC
122,0.6kvDC_030,0.24850518026262938,0.16469607382550336,0.09860307692307692,0.02822152173913044,596,47,14,0.6,DC
123,0.6kvDC_031,0.25821665294577595,0.15973835664335664,0.128838,0.01971909090909091,572,67,11,0.6,DC
124,1kvAC_001,0.27664140460410025,0.18404128695652172,0.07797692307692308,0.026426938775510205,575,50,14,1.0,AC
125,1kvAC_002,0.28371168041619926,0.1788461041292639,0.11563909090909091,0.01712447368421053,557,77,12,1.0,AC
126,1kvAC_003,0.24631827013458196,0.1437237898089172,0.09156,0.015493571428571426,628,85,15,1.0,AC
127,1kvAC_004,0.26959249671631647,0.16958818652849741,0.055021304347826094,0.01467784090909091,579,89,24,1.0,AC
128,1kvAC_005,0.27975087438182067,0.18183042253521123,0.08414800000000001,0.020658095238095243,568,64,16,1.0,AC
129,1kvAC_006,0.28491134711286914,0.18832048192771084,0.07501764705882354,0.02324035714285714,581,57,18,1.0,AC
130,1kvAC_007,0.2629886117893546,0.16370919191919192,0.09179357142857145,0.020335312499999997,594,65,15,1.0,AC
131,1kvAC_008,0.26277010567133613,0.16644029752066114,0.085456,0.01660153846153846,605,79,16,1.0,AC
132,1kvAC_009,0.28270658181399294,0.18873398230088498,0.07521000000000001,0.018545571428571432,565,71,18,1.0,AC
133,1kvAC_010,0.2781497104630554,0.1813267741935484,0.04917576923076924,0.017352800000000005,558,76,27,1.0,AC
134,1kvAC_011,0.2683058267792476,0.1679327879799666,0.14206333333333332,0.019139117647058827,599,69,10,1.0,AC
135,1kvAC_012,0.2925898415437869,0.1937336960600375,0.0636015,0.021335409836065574,533,62,21,1.0,AC
136,1kvAC_013,0.2738394325316165,0.18490363636363635,0.044426896551724146,0.01769383561643836,583,74,30,1.0,AC
137,1kvAC_014,0.28109332711740503,0.1827751845342706,0.1054575,0.0173528,569,76,13,1.0,AC
138,1kvAC_015,0.2808189089026521,0.17658000000000001,0.12785700000000003,0.016685384615384616,576,79,11,1.0,AC
139,1kvAC_016,0.2645471457932231,0.17544404721753795,0.0922607142857143,0.021691000000000002,593,61,15,1.0,AC
140,1kvAC_017,0.2877683413317072,0.19163127659574467,0.060105714285714304,0.023123571428571427,564,57,22,1.0,AC
141,1kvAC_018,0.27152290456962763,0.16831245283018867,0.07827562499999999,0.022775263157894736,583,58,17,1.0,AC
142,1kvAC_019,0.2744207959864991,0.17303463157894736,0.06694894736842105,0.019669545454545453,570,67,20,1.0,AC
143,1kvAC_020,0.26999054483739093,0.17997640336134454,0.06780947368421054,0.020335312499999997,595,65,20,1.0,AC
144,1kvAC_021,0.2964413595955199,0.19653807486631017,0.05381874999999999,0.021691000000000005,561,61,25,1.0,AC
145,1kvAC_022,0.26362515447433726,0.1662149243697479,0.07559470588235292,0.0175872972972973,595,75,18,1.0,AC
146,1kvAC_023,0.28986649585115637,0.1944405663716814,0.06385105263157895,0.03011441860465116,565,44,20,1.0,AC
147,1kvAC_024,0.2682744103221669,0.16643172413793103,0.07597941176470588,0.02238258620689655,580,59,18,1.0,AC
148,1kvAC_025,0.2715044784177386,0.1821841414141414,0.08523800000000001,0.021335409836065574,594,62,16,1.0,AC
149,1kvAC_026,0.2673108221692578,0.15571216354344122,0.09784846153846154,0.016474177215189876,587,80,14,1.0,AC
150,1kvAC_027,0.27225947922399546,0.1790576109215017,0.06026142857142857,0.020182031249999996,586,65,22,1.0,AC
151,1kvAC_028,0.28132983714383036,0.1895265306122449,0.11772,0.026160000000000003,588,50,11,1.0,AC
152,1kvAC_029,0.2765616331853751,0.1798839446366782,0.06057285714285715,0.018861739130434787,578,70,22,1.0,AC
153,1kvAC_030,0.2670150191236165,0.1769353140916808,0.07136294117647057,0.021691000000000002,589,61,18,1.0,AC
154,1kvAC_031,0.2816116913694579,0.18480959578207382,0.07636411764705882,0.022832631578947365,569,58,18,1.0,AC
155,0.2kvDC_001,0.2697860052541401,0.16673696969696972,0.08611,0.020991290322580645,594,63,16,0.2,DC
156,0.2kvDC_002,0.2554261821519087,0.15844930693069303,0.06780947368421054,0.022717894736842104,606,58,20,0.2,DC
157,0.2kvDC_003,0.26181079242643207,0.1736817133443163,0.09179357142857143,0.03482108108108109,607,38,15,0.2,DC
158,0.2kvDC_004,0.26301611847683665,0.17504752475247523,0.10518500000000001,0.03718457142857143,606,36,13,0.2,DC
159,0.2kvDC_005,0.2673823736072156,0.1751910702341137,0.09156,0.02551882352941177,598,52,15,0.2,DC
160,0.2kvDC_006,0.2670937461725975,0.1777173913043478,0.07970624999999998,0.0215275,598,61,17,0.2,DC
161,0.2kvDC_007,0.26834879710975995,0.1794259044368601,0.07559470588235295,0.02194779661016949,586,60,18,0.2,DC
162,0.2kvDC_008,0.28072754271780476,0.18931335689045936,0.13951999999999998,0.02822152173913044,566,47,10,0.2,DC
163,0.2kvDC_009,0.26883020251423523,0.18253237936772043,0.070305,0.035969999999999995,601,37,19,0.2,DC
164,0.2kvDC_010,0.2597607579647256,0.16772854271356782,0.042946000000000005,0.017649041095890407,597,74,31,0.2,DC
165,0.2kvDC_011,0.2600803783608915,0.16827628140703518,0.06660473684210526,0.024432452830188685,597,54,20,0.2,DC
166,0.2kvDC_012,0.2513474047447856,0.16372738410596024,0.08595428571428572,0.027113750000000002,604,49,15,0.2,DC
167,0.2kvDC_013,0.23866609881448922,0.14354728139904607,0.08567400000000001,0.016268249999999998,629,81,16,0.2,DC
168,0.2kvDC_014,0.27394936578853446,0.18700137221269297,0.04650666666666666,0.0259638,583,51,28,0.2,DC
169,0.2kvDC_015,0.2640201558555881,0.17544214634146343,0.058860000000000016,0.028292608695652186,615,47,23,0.2,DC
170,0.2kvDC_016,0.25278564011321114,0.16137317073170732,0.10491250000000002,0.023662909090909096,615,56,13,0.2,DC
171,0.2kvDC_017,0.24894468873300502,0.15516966183574876,0.08052374999999999,0.02306517857142857,621,57,17,0.2,DC
172,0.2kvDC_018,0.2560897209373919,0.16113134615384617,0.051273599999999996,0.022382586206896555,624,59,26,0.2,DC
173,0.2kvDC_019,0.2724589545486698,0.17655760273972604,0.11534181818181817,0.02892133333333334,584,46,12,0.2,DC
174,0.2kvDC_020,0.2693131057101156,0.1769499833610649,0.05587434782608697,0.02957863636363637,601,45,24,0.2,DC
175,0.2kvDC_021,0.26029083031171313,0.16347852216748765,0.07103166666666667,0.022382586206896555,609,59,19,0.2,DC
176,0.2kvDC_022,0.26797289855902195,0.1750742268041237,0.064419,0.02205864406779661,582,60,21,0.2,DC
177,0.2kvDC_023,0.2610434587254078,0.1693672512647555,0.085892,0.023662909090909092,593,56,16,0.2,DC
178,0.2kvDC_024,0.25312390532526824,0.1581548076923077,0.08414800000000001,0.029430000000000008,624,45,16,0.2,DC
179,0.2kvDC_025,0.260728923172858,0.16197512953367874,0.112488,0.02002246153846154,579,66,11,0.2,DC
180,0.2kvDC_026,0.2626480462404507,0.17526769736842104,0.04177161290322581,0.03075357142857143,608,43,32,0.2,DC
181,0.2kvDC_027,0.2563512191257888,0.16484678747940693,0.05559,0.022058644067796607,607,60,24,0.2,DC
182,0.2kvDC_028,0.2521872004320526,0.16341294509151413,0.06746526315789474,0.021947796610169493,601,60,20,0.2,DC
183,0.2kvDC_029,0.2661181035481041,0.17259723793677204,0.055732173913043484,0.021281803278688526,601,62,24,0.2,DC
184,0.2kvDC_030,0.2508436512455341,0.1619428571428571,0.06712105263157897,0.024101111111111115,630,55,20,0.2,DC
185,0.2kvDC_031,0.27656157985133195,0.1814736458333333,0.08174999999999999,0.027113749999999995,576,49,16,0.2,DC
186,1.9kvAC_001,0.20390787481977116,0.12280190163934426,0.21146,0.0215275,610,61,7,1.9,AC
187,1.9kvAC_002,0.1951345260782462,0.12098483412322275,0.05114280000000001,0.01992184615384615,633,66,26,1.9,AC
188,1.9kvAC_003,0.1980510579695708,0.11428832535885168,0.09109285714285716,0.015234352941176471,627,86,15,1.9,AC
189,1.9kvAC_004,0.1945034163509301,0.12086582278481013,0.07212166666666667,0.022213448275862066,632,59,19,1.9,AC
190,1.9kvAC_005,0.20647707167994062,0.12196009999999999,0.09155999999999999,0.018030416666666667,600,73,15,1.9,AC
191,1.9kvAC_006,0.18990070972404266,0.10761653846153847,0.08676399999999998,0.014771379310344829,624,88,16,1.9,AC
192,1.9kvAC_007,0.2043549453034086,0.12183505617977528,0.16063875,0.02060619047619048,623,64,9,1.9,AC
193,1.9kvAC_008,0.1980023787307316,0.11763308970099666,0.125241,0.015118941176470588,602,86,11,1.9,AC
194,1.9kvAC_009,0.21255055655632668,0.13828347540983604,0.10681999999999998,0.025326470588235294,610,52,13,1.9,AC
195,1.9kvAC_010,0.20020160917702837,0.11572313408723746,0.10464000000000001,0.018624782608695656,619,70,13,1.9,AC
196,1.9kvAC_011,0.20694824442725834,0.12509135593220339,0.06088428571428574,0.019327164179104475,590,68,22,1.9,AC
197,1.9kvAC_012,0.2016115245862532,0.11068287162162162,0.14170000000000002,0.014714999999999999,592,89,10,1.9,AC
198,1.9kvAC_013,0.20309886071778044,0.12342558620689655,0.08458400000000002,0.018766956521739136,580,70,16,1.9,AC
199,1.9kvAC_014,0.20492047545225403,0.12500016891891894,0.14206333333333332,0.024776538461538464,592,53,10,1.9,AC
200,1.9kvAC_015,0.20883801742457275,0.1285154794520548,0.086328,0.019375970149253734,584,68,16,1.9,AC
201,1.9kvAC_016,0.1995049663900725,0.11610964824120602,0.0981,0.021174590163934432,597,62,14,1.9,AC
202,1.9kvAC_017,0.19889555893373795,0.1239984,0.06088428571428571,0.019180746268656717,600,68,22,1.9,AC
203,1.9kvAC_018,0.19757594892503877,0.12301115577889446,0.06763736842105263,0.01922955223880597,597,68,20,1.9,AC
204,1.9kvAC_019,0.19571850810092525,0.1199,0.07559470588235295,0.016732207792207795,615,78,18,1.9,AC
205,1.9kvAC_020,0.2018969453585756,0.12628663316582914,0.16023,0.02526235294117647,597,52,9,1.9,AC
206,1.9kvAC_021,0.1957455957729755,0.12183976973684212,0.09885461538461539,0.01982123076923077,608,66,14,1.9,AC
207,1.9kvAC_022,0.19715148505927552,0.12074340983606557,0.08458399999999999,0.02398,610,55,16,1.9,AC
208,1.9kvAC_023,0.20349452243107552,0.1264510101010101,0.10681999999999998,0.021527499999999998,594,61,13,1.9,AC
209,1.9kvAC_024,0.18326915059350884,0.10145866028708134,0.13952,0.015234352941176473,627,86,10,1.9,AC
210,1.9kvAC_025,0.20368631159287778,0.12405010135135135,0.07463294117647058,0.018192253521126762,592,72,18,1.9,AC
211,1.9kvAC_026,0.19226831613985607,0.11027196694214876,0.125895,0.015640843373493977,605,84,11,1.9,AC
212,1.9kvAC_027,0.19714546568413563,0.12036636815920397,0.14024666666666666,0.02028421875,603,65,10,1.9,AC
213,1.9kvAC_028,0.2083338755959651,0.12706935652173912,0.11504454545454547,0.02215706896551724,575,59,12,1.9,AC
214,1.9kvAC_029,0.20048748938727473,0.12131534569983136,0.08458400000000002,0.01741054054054054,593,75,16,1.9,AC
215,1.9kvAC_030,0.19269721688577038,0.11691059405940595,0.1789157142857143,0.01784875,606,73,8,1.9,AC
216,1.9kvAC_031,0.20288283422830058,0.11994338308457712,0.11474727272727271,0.01987153846153846,603,66,12,1.9,AC
217,0.3kvDC_001,0.2500854193764333,0.15975068403908793,0.07617176470588234,0.021335409836065574,614,62,18,0.3,DC
218,0.3kvDC_002,0.2617725648843425,0.1696429679595278,0.08502000000000003,0.02829260869565217,593,47,16,0.3,DC
219,0.3kvDC_003,0.2573971521678102,0.1729988313856427,0.08052375,0.025390588235294123,599,52,17,0.3,DC
220,0.3kvDC_004,0.25389100569770956,0.1744621812080537,0.07367117647058824,0.037184571428571435,596,36,18,0.3,DC
221,0.3kvDC_005,0.2545998821923873,0.16924189830508474,0.05109374999999999,0.020658095238095236,590,64,25,0.3,DC
222,0.3kvDC_006,0.24618842446409653,0.1573076411960133,0.07617176470588234,0.02455584905660378,602,54,18,0.3,DC
223,0.3kvDC_007,0.2557687751412798,0.18061555183946484,0.04103322580645162,0.027113749999999995,598,49,32,0.3,DC
224,0.3kvDC_008,0.2470158340392034,0.16841318864774624,0.08502000000000001,0.031344146341463416,599,42,16,0.3,DC
225,0.3kvDC_009,0.2329813516737135,0.1506524884080371,0.055305652173913034,0.0264269387755102,647,50,24,0.3,DC
226,0.3kvDC_010,0.24318490423722122,0.15913999999999998,0.05826545454545455,0.026029200000000002,618,51,23,0.3,DC
227,0.3kvDC_011,0.26001079145022254,0.1778593254637437,0.07909312499999999,0.023240357142857142,593,57,17,0.3,DC
228,0.3kvDC_012,0.25673906588871526,0.17457705583756344,0.05730285714285714,0.02892133333333333,591,46,22,0.3,DC
229,0.3kvDC_013,0.24544882215197722,0.16641142389525365,0.04917576923076923,0.024555849056603775,611,54,27,0.3,DC
230,0.3kvDC_014,0.24770114275429653,0.174247328990228,0.0511428,0.02957863636363636,614,45,26,0.3,DC
231,0.3kvDC_015,0.2444044145965514,0.15258250401284107,0.06409200000000001,0.023662909090909092,623,56,21,0.3,DC
